JEU;Multijoueur;Sport;FPS;Monde-ouvert;Violence;Realiste;Action;Strategie;Survie;Plateforme;Simulation;Voiture;Battle-royale;Horreur;Combat;Puzzle
Raid Shadow Legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Need for speed;oui;oui;non;non;non;oui;non;non;non;non;oui;oui;non;non;non;non
The crew 2;oui;oui;non;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Portal;non;non;oui;non;non;non;non;non;non;oui;non;non;non;non;non;oui
Far Cry;non;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Lords Mobile;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;oui;non
60 seconds;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui
Marvel's Guardians of the Galaxy;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Destiny 2;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Plague Inc;non;non;non;non;non;oui;non;oui;oui;non;oui;non;non;non;non;oui
Jedi Fallen Order;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Crash Bandicoot;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non;non
Tomb Raider;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Uncharted;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Tennis Elbow;oui;oui;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Lego Star Wars;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Lego Marvel's Avengers;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Rainbow Six Siege;oui;non;oui;non;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Youtubers Life 2;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Marvel's Spider-Man;oui;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Sea of Thieves;oui;non;oui;oui;oui;non;oui;oui;oui;non;non;non;non;non;oui;non
The room;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui
Overcooked;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Plato;oui;oui;non;non;non;oui;oui;oui;non;oui;non;non;non;non;non;non
The Witcher;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
PUBG;oui;non;oui;non;oui;oui;oui;non;non;non;non;non;oui;non;oui;non
Mirror's Edge;non;oui;oui;oui;non;non;oui;non;non;oui;non;non;non;non;non;non
Goat Simulator;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Steep;oui;oui;non;oui;non;oui;non;non;non;non;non;non;non;non;non;non
Escape the backroom;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;oui;non;oui
World of Goo;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
World of Warcraft;oui;non;non;oui;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Diablo;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Hearthstone;oui;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non
Star Citizen;oui;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Heroes of the Storm;oui;non;non;non;non;non;non;oui;non;oui;non;non;non;non;oui;non
League of legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Zelda;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui;non
Phasmophobia;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Clash royale;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
Resident Evil;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Street Fighter;oui;oui;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Roblox;oui;non;non;oui;non;non;oui;non;non;non;oui;non;non;non;oui;non
Garry's mod;oui;non;oui;oui;oui;non;oui;non;non;non;oui;non;non;non;oui;non
Among Us;oui;non;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non
Overwatch;oui;non;oui;non;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Raft;oui;non;oui;non;non;oui;non;non;oui;non;non;non;non;non;non;non
Hello Neighboor;non;non;oui;non;non;non;oui;non;non;non;non;non;non;oui;non;non
Cities Skylines;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Sims 4;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Clash of Clans;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non
Brawls Stars;oui;non;non;non;oui;non;oui;non;non;non;non;non;oui;non;oui;non
HayDay;oui;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non
Subway Surfer;oui;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Tetris;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Geometry Dash;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Pokemon;non;non;non;oui;non;non;oui;oui;non;non;non;non;non;non;oui;non
Pac Man;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
StoryTeller;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
Agar io;oui;non;non;oui;non;non;non;oui;oui;non;non;non;oui;non;non;non
Infinite Craft;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Fruit Ninja;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non;non
Internet Cafe Simulator 2;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non
Apex Legends;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;oui;non;oui;non
Elden Ring;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Assassin's Creed;non;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Watch Dogs 2;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Football Manager 2024;oui;oui;non;non;non;oui;non;oui;non;non;oui;non;non;non;non;non
Palworld;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Horizon Zero Dawn;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Subnautica;non;non;oui;oui;non;non;oui;non;oui;non;oui;non;non;non;non;non
Euro Truck Simulator 2;oui;non;oui;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Final Fantasy XV;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Farming Simulator 24;oui;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Planet Zoo;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Eco;oui;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;non;non;non
Satisfactory 2;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Trove;non;non;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;oui;non
World of Tanks;oui;non;non;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Life is Strange;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Jurassic World Evolution 2;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
House Flipper;non;non;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Star Wars Battlefront 2;oui;non;oui;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Trackmania;oui;oui;non;oui;non;oui;oui;non;non;non;oui;oui;non;non;non;non
Paladins;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Mortal Kombat;oui;non;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Monster Hunter;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;oui;non
Surviving Mars;non;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non
Battlefield;oui;non;oui;oui;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Slime Rancher;non;non;oui;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Raid Shadow Legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Need for speed;oui;oui;non;non;non;oui;non;non;non;non;oui;oui;non;non;non;non
The crew 2;oui;oui;non;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Portal;non;non;oui;non;non;non;non;non;non;oui;non;non;non;non;non;oui
Far Cry;non;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Lords Mobile;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;oui;non
60 seconds;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui
Marvel's Guardians of the Galaxy;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Destiny 2;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Plague Inc;non;non;non;non;non;oui;non;oui;oui;non;oui;non;non;non;non;oui
Jedi Fallen Order;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Crash Bandicoot;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non;non
Tomb Raider;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Uncharted;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Tennis Elbow;oui;oui;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Lego Star Wars;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Lego Marvel's Avengers;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Rainbow Six Siege;oui;non;oui;non;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Youtubers Life 2;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Marvel's Spider-Man;oui;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Sea of Thieves;oui;non;oui;oui;oui;non;oui;oui;oui;non;non;non;non;non;oui;non
The room;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui
Overcooked;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Plato;oui;oui;non;non;non;oui;oui;oui;non;oui;non;non;non;non;non;non
The Witcher;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
PUBG;oui;non;oui;non;oui;oui;oui;non;non;non;non;non;oui;non;oui;non
Mirror's Edge;non;oui;oui;oui;non;non;oui;non;non;oui;non;non;non;non;non;non
Goat Simulator;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Steep;oui;oui;non;oui;non;oui;non;non;non;non;non;non;non;non;non;non
Escape the backroom;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;oui;non;oui
World of Goo;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
World of Warcraft;oui;non;non;oui;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Diablo;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Hearthstone;oui;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non
Star Citizen;oui;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Heroes of the Storm;oui;non;non;non;non;non;non;oui;non;oui;non;non;non;non;oui;non
League of legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Zelda;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui;non
Phasmophobia;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Clash royale;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
Resident Evil;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Street Fighter;oui;oui;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Roblox;oui;non;non;oui;non;non;oui;non;non;non;oui;non;non;non;oui;non
Garry's mod;oui;non;oui;oui;oui;non;oui;non;non;non;oui;non;non;non;oui;non
Among Us;oui;non;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non
Overwatch;oui;non;oui;non;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Raft;oui;non;oui;non;non;oui;non;non;oui;non;non;non;non;non;non;non
Hello Neighboor;non;non;oui;non;non;non;oui;non;non;non;non;non;non;oui;non;non
Cities Skylines;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Sims 4;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Clash of Clans;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non
Brawls Stars;oui;non;non;non;oui;non;oui;non;non;non;non;non;oui;non;oui;non
HayDay;oui;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non
Subway Surfer;oui;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Tetris;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Geometry Dash;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Pokemon;non;non;non;oui;non;non;oui;oui;non;non;non;non;non;non;oui;non
Pac Man;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
StoryTeller;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
Agar io;oui;non;non;oui;non;non;non;oui;oui;non;non;non;oui;non;non;non
Infinite Craft;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Fruit Ninja;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non;non
Internet Cafe Simulator 2;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non
Apex Legends;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;oui;non;oui;non
Elden Ring;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Assassin's Creed;non;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Watch Dogs 2;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Football Manager 2024;oui;oui;non;non;non;oui;non;oui;non;non;oui;non;non;non;non;non
Palworld;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Horizon Zero Dawn;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Subnautica;non;non;oui;oui;non;non;oui;non;oui;non;oui;non;non;non;non;non
Euro Truck Simulator 2;oui;non;oui;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Final Fantasy XV;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Farming Simulator 24;oui;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Planet Zoo;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Eco;oui;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;non;non;non
Satisfactory 2;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Trove;non;non;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;oui;non
World of Tanks;oui;non;non;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Life is Strange;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Jurassic World Evolution 2;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
House Flipper;non;non;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Star Wars Battlefront 2;oui;non;oui;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Trackmania;oui;oui;non;oui;non;oui;oui;non;non;non;oui;oui;non;non;non;non
Paladins;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Mortal Kombat;oui;non;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Monster Hunter;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;oui;non
Surviving Mars;non;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non
Battlefield;oui;non;oui;oui;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Slime Rancher;non;non;oui;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Raid Shadow Legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Need for speed;oui;oui;non;non;non;oui;non;non;non;non;oui;oui;non;non;non;non
The crew 2;oui;oui;non;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Portal;non;non;oui;non;non;non;non;non;non;oui;non;non;non;non;non;oui
Far Cry;non;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Lords Mobile;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;oui;non
60 seconds;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui
Marvel's Guardians of the Galaxy;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Destiny 2;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Plague Inc;non;non;non;non;non;oui;non;oui;oui;non;oui;non;non;non;non;oui
Jedi Fallen Order;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Crash Bandicoot;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non;non
Tomb Raider;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Uncharted;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Tennis Elbow;oui;oui;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Lego Star Wars;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Lego Marvel's Avengers;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Rainbow Six Siege;oui;non;oui;non;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Youtubers Life 2;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Marvel's Spider-Man;oui;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Sea of Thieves;oui;non;oui;oui;oui;non;oui;oui;oui;non;non;non;non;non;oui;non
The room;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui
Overcooked;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Plato;oui;oui;non;non;non;oui;oui;oui;non;oui;non;non;non;non;non;non
The Witcher;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
PUBG;oui;non;oui;non;oui;oui;oui;non;non;non;non;non;oui;non;oui;non
Mirror's Edge;non;oui;oui;oui;non;non;oui;non;non;oui;non;non;non;non;non;non
Goat Simulator;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Steep;oui;oui;non;oui;non;oui;non;non;non;non;non;non;non;non;non;non
Escape the backroom;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;oui;non;oui
World of Goo;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
World of Warcraft;oui;non;non;oui;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Diablo;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Hearthstone;oui;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non
Star Citizen;oui;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Heroes of the Storm;oui;non;non;non;non;non;non;oui;non;oui;non;non;non;non;oui;non
League of legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Zelda;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui;non
Phasmophobia;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Clash royale;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
Resident Evil;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Street Fighter;oui;oui;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Roblox;oui;non;non;oui;non;non;oui;non;non;non;oui;non;non;non;oui;non
Garry's mod;oui;non;oui;oui;oui;non;oui;non;non;non;oui;non;non;non;oui;non
Among Us;oui;non;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non
Overwatch;oui;non;oui;non;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Raft;oui;non;oui;non;non;oui;non;non;oui;non;non;non;non;non;non;non
Hello Neighboor;non;non;oui;non;non;non;oui;non;non;non;non;non;non;oui;non;non
Cities Skylines;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Sims 4;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Clash of Clans;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non
Brawls Stars;oui;non;non;non;oui;non;oui;non;non;non;non;non;oui;non;oui;non
HayDay;oui;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non
Subway Surfer;oui;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Tetris;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Geometry Dash;non;non;non;non;non;non;non;non;non;oui;non;non;non;non;non;non
Pokemon;non;non;non;oui;non;non;oui;oui;non;non;non;non;non;non;oui;non
Pac Man;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
StoryTeller;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
Agar io;oui;non;non;oui;non;non;non;oui;oui;non;non;non;oui;non;non;non
Infinite Craft;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Fruit Ninja;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non;non
Internet Cafe Simulator 2;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;non;non;non
Apex Legends;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;oui;non;oui;non
Elden Ring;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Assassin's Creed;non;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Watch Dogs 2;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Football Manager 2024;oui;oui;non;non;non;oui;non;oui;non;non;oui;non;non;non;non;non
Palworld;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Horizon Zero Dawn;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Subnautica;non;non;oui;oui;non;non;oui;non;oui;non;oui;non;non;non;non;non
Euro Truck Simulator 2;oui;non;oui;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Final Fantasy XV;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Farming Simulator 24;oui;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Planet Zoo;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Eco;oui;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;non;non;non
Satisfactory 2;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non;non;non
Trove;non;non;non;oui;oui;non;oui;non;oui;oui;non;non;non;non;oui;non
World of Tanks;oui;non;non;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Life is Strange;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non
Jurassic World Evolution 2;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
House Flipper;non;non;oui;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Star Wars Battlefront 2;oui;non;oui;non;oui;oui;oui;oui;non;non;non;non;non;non;oui;non
Trackmania;oui;oui;non;oui;non;oui;oui;non;non;non;oui;oui;non;non;non;non
Paladins;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Mortal Kombat;oui;non;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Monster Hunter;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;oui;non
Surviving Mars;non;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non
Battlefield;oui;non;oui;oui;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Slime Rancher;non;non;oui;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Raid Shadow Legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Need for speed;oui;oui;non;non;non;oui;non;non;non;non;oui;oui;non;non;non;non
The crew 2;oui;oui;non;oui;non;oui;non;non;non;non;oui;oui;non;non;non;non
Portal;non;non;oui;non;non;non;non;non;non;oui;non;non;non;non;non;oui
Far Cry;non;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Lords Mobile;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;oui;non
60 seconds;non;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui
Marvel's Guardians of the Galaxy;oui;non;non;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Destiny 2;oui;non;oui;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
Plague Inc;non;non;non;non;non;oui;non;oui;oui;non;oui;non;non;non;non;oui
Jedi Fallen Order;non;non;non;oui;oui;non;oui;non;oui;non;non;non;non;non;oui;non
Crash Bandicoot;non;non;non;non;non;non;oui;non;non;oui;non;non;non;non;non;non
Tomb Raider;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Uncharted;non;non;non;non;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Tennis Elbow;oui;oui;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Lego Star Wars;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Lego Marvel's Avengers;non;non;non;oui;non;non;oui;non;non;non;non;non;non;non;non;non
Rainbow Six Siege;oui;non;oui;non;oui;oui;oui;oui;non;non;oui;non;non;non;non;non
Youtubers Life 2;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non;non;non
Marvel's Spider-Man;oui;non;non;oui;oui;oui;oui;non;non;non;oui;non;non;non;oui;non
Sea of Thieves;oui;non;oui;oui;oui;non;oui;oui;oui;non;non;non;non;non;oui;non
The room;non;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui
Overcooked;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Plato;oui;oui;non;non;non;oui;oui;oui;non;oui;non;non;non;non;non;non
The Witcher;non;non;non;oui;oui;non;oui;non;non;non;non;non;non;non;oui;non
PUBG;oui;non;oui;non;oui;oui;oui;non;non;non;non;non;oui;non;oui;non
Mirror's Edge;non;oui;oui;oui;non;non;oui;non;non;oui;non;non;non;non;non;non
Goat Simulator;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
Steep;oui;oui;non;oui;non;oui;non;non;non;non;non;non;non;non;non;non
Escape the backroom;oui;non;oui;non;oui;non;oui;non;non;non;non;non;non;oui;non;oui
World of Goo;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui
World of Warcraft;oui;non;non;oui;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Diablo;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Hearthstone;oui;non;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non
Star Citizen;oui;non;oui;oui;oui;oui;oui;non;non;non;non;non;non;non;oui;non
Heroes of the Storm;oui;non;non;non;non;non;non;oui;non;oui;non;non;non;non;oui;non
League of legends;oui;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;non
Zelda;non;non;non;non;non;non;oui;non;non;non;non;non;non;non;oui;non
Phasmophobia;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Clash royale;oui;non;non;non;non;non;oui;oui;non;non;non;non;non;non;non;non
Resident Evil;non;non;non;non;non;oui;oui;non;non;non;non;non;non;oui;non;non
Street Fighter;oui;oui;non;non;oui;non;oui;non;non;non;non;non;non;non;oui;non
Roblox;oui;non;non;oui;non;non;oui;non;non;non;oui;non;non;non;oui;non
Garry's mod;oui;non;oui;oui;oui;non;oui;non;non;non;oui;non;non;non;oui;non
Among Us;oui;non;non;non;non;non;non;oui;non;non;non;non;oui;non;non;non
Overwatch;oui;non;oui;non;oui;non;oui;oui;non;non;non;non;non;non;oui;non
Raft;oui;non;oui;non;non;oui;non;non;oui;non;non;non;non;non;non;non
Hello Neighboor;non;non;oui;non;non;non;oui;non;non;non;non;non;non;oui;non;non
Cities Skylines;non;non;non;oui;non;oui;non;non;non;non;oui;non;non;non;non;non
